0.000000	-16.0000000000	-21.0000000000	33.0000000000	
0.200000	-0.6133079030	7.0995378914	30.1658651756	
0.400000	6.4787238948	8.7400671014	22.1527345050	
0.600000	11.3002496945	12.2266762881	29.5882418258	
0.800000	6.7878474508	3.6361254272	28.9840720540	
1.000000	4.9145033386	6.2164310938	20.2456392150	
1.200000	10.8037244814	14.6371386569	24.8135445245	
1.400000	8.7058186820	2.7663330444	33.5004325964	
1.600000	2.2283212395	1.9315250391	20.4582909554	
1.800000	4.6491964272	7.7871101045	14.0747356415	
2.000000	14.9762915119	18.3319742570	32.4304785133	
2.200000	2.4758484895	-4.1349649309	29.6275673538	
2.400000	-3.6042192680	-5.5458687780	18.3014139659	
2.600000	-10.6568619334	-15.8102566431	22.3908961663	
2.800000	-9.2277349768	-1.2217334221	35.6917305955	
3.000000	-0.1864228077	0.9158888926	20.4805046351	
3.200000	1.1461917568	2.0172765401	12.0450356621	
3.400000	5.7099204041	10.7572596627	9.8741667413	
3.600000	17.5473906799	12.2597172835	44.5605844725	
3.800000	-3.6386385912	-8.1067291524	27.3348602915	
4.000000	-8.3679155671	-10.1195440714	24.9196545501	
4.200000	-9.9331458947	-8.8145754234	30.1469416366	
4.400000	-6.6138989409	-5.7355598883	26.0386828175	
4.600000	-7.8085589360	-9.8062101343	23.1133802916	
4.800000	-10.9275011659	-10.1841890884	30.9678638190	
5.000000	-6.1479273796	-4.2936981703	26.8537695199	
5.200000	-6.3389619869	-8.3983047989	20.7860744419	
5.400000	-11.9142714846	-13.2421577081	29.9492976685	
5.600000	-6.2869878745	-2.4127637516	29.3122384816	
5.800000	-3.7350305475	-4.8022005686	18.9823772878	
6.000000	-9.6891358142	-14.7065854853	20.7451651362	
6.200000	-10.6984677386	-3.1245143584	36.9212256111	
6.400000	-0.5752494440	0.8113573357	21.5756187611	
6.600000	0.6547007614	1.1622183037	12.5939557881	
6.800000	3.2557369658	6.2204329127	8.2617416161	
7.000000	16.1871109421	23.6383986486	29.6547008107	
7.200000	0.1151511692	-9.5476438487	31.6382134101	
7.400000	-7.7419567848	-9.0744894550	25.7272905864	
7.600000	-9.4069919092	-9.3733770969	28.2550618467	
7.800000	-7.8582358596	-6.9566336325	27.4305690382	
8.000000	-7.7505377832	-8.6683168425	24.7800580798	
8.200000	-9.8130513275	-10.1003168076	28.3114864616	
8.400000	-7.8442796136	-6.3701358135	28.1164731415	
8.600000	-7.1071172737	-8.1030303701	23.8224745458	
8.800000	-10.1848550636	-11.2212144343	27.8565564612	
9.000000	-8.0470981362	-5.6891420986	29.3527571838	
9.200000	-6.0945527024	-6.9294119060	22.7906619603	
9.400000	-10.1622222325	-12.5556587591	25.9631924613	
9.600000	-8.9045567445	-5.2336477752	31.6242653539	
9.800000	-4.6142921274	-4.7814984405	22.2025476198	
10.000000	-8.5624452021	-12.3326245847	21.0731093405	
10.200000	-11.6947450101	-7.3714180339	35.4379131559	
10.400000	-2.9257494734	-1.3558369217	23.6738310787	
10.600000	-3.5192828914	-5.5660130330	15.1213414671	
10.800000	-12.1949895804	-18.3691736472	23.5830717638	
11.000000	-6.8341220427	2.7261955246	34.6933943902	
11.200000	2.3939946926	4.0369904439	19.9197857341	
11.400000	7.5797190641	12.1680674020	17.3749422725	
11.600000	13.6312424772	8.4302446304	38.6839324460	
11.800000	0.8139427663	-1.8596518002	24.2462218233	
12.000000	-1.8417868305	-3.0922424272	14.4081984324	
12.200000	-7.7667177385	-13.7303988731	13.9190003728	
12.400000	-14.2552265092	-4.2224930239	43.0399484413	
12.600000	2.8951412245	5.8591365449	24.4198557936	
12.800000	7.9026127354	11.1808380402	21.2545215776	
13.000000	11.9168247820	9.3418617070	34.1312178367	
13.200000	4.0332340744	2.0718649694	25.1455362602	
13.400000	4.4159653416	6.6276621326	16.8650137384	
13.600000	12.6905948811	17.2569327196	26.9563333253	
13.800000	6.0735200689	-1.2901016859	32.4014760480	
14.000000	-0.6289655160	-1.5112604646	18.4894108211	
14.200000	-2.9811926155	-5.2871373082	11.6014281721	
14.400000	-13.2156886550	-20.8743086018	23.2238847380	
14.600000	-4.8682224600	6.3946247414	34.5062298607	
14.800000	5.3536900413	7.4924235539	22.2519729841	
15.000000	10.6444949507	13.1268469270	26.6443944548	
15.200000	8.3341524743	4.2254094592	31.4642150197	
15.400000	4.1568829783	4.5352039141	21.2325405101	
15.600000	8.5985545386	12.7789952484	20.3156574066	
15.800000	11.9184776350	6.7359220637	36.4489402265	
16.000000	2.1192809370	0.4314806161	23.2823003074	
16.200000	1.9706905276	3.1626223846	13.9666139476	
16.400000	8.1874652558	14.4527605862	14.2652489756	
16.600000	13.5677009088	2.4822868233	42.8158484168	
16.800000	-3.2400529014	-6.0305544961	24.1485059658	
17.000000	-8.2602873823	-11.5428262194	21.8079245916	
17.200000	-11.5443521869	-8.5240625992	34.0763028066	
17.400000	-4.0116555276	-2.3994109373	24.6139818649	
17.600000	-4.9449042931	-7.4638465056	17.0857391972	
17.800000	-13.2838804524	-16.6747495293	29.5381392483	
18.000000	-5.0433382931	1.2127686351	30.6999830480	
18.200000	0.2732413516	0.8667031522	17.6139145111	
18.400000	1.6889348208	3.0571211395	10.5205323650	
18.600000	8.8495884115	16.2555666774	13.0037649832	
18.800000	12.3081560402	-2.5353839613	43.5023636823	
19.000000	-5.5634579276	-8.1012646908	25.5827731211	
19.200000	-9.2426906657	-10.7031940921	26.2242008313	
19.400000	-9.1184861811	-7.2977697363	29.9477885394	
19.600000	-6.4143949113	-6.4088642260	24.5579546955	
19.800000	-8.9680951059	-11.1483976776	24.5108190693	
20.000000	-10.0638109181	-7.7394452373	31.5752573400	
20.200000	-5.5216258627	-4.8626858150	24.5806466306	
20.400000	-7.7560093060	-10.5896765046	21.5111329347	
20.600000	-11.8214841363	-10.0532419087	33.2108505859	
20.800000	-4.6622502582	-2.5416932186	25.8770063266	
21.000000	-4.8634860633	-7.0652686978	17.8581982749	
21.200000	-12.6159063912	-16.3598488979	27.9662249307	
21.400000	-6.0841009356	0.3493005879	31.6131109204	
21.600000	-0.4419699700	-0.0474771367	18.2192556473	
21.800000	-0.5644616291	-0.9999192010	10.6411316025	
22.000000	-3.0535979592	-5.9742530059	6.9957730624	
22.200000	-16.4235918689	-24.6337567180	29.1447206562	
22.400000	0.5099712768	10.6925822296	31.9959387096	
22.600000	8.1345602298	8.7325991745	27.3114350972	
22.800000	8.4196309054	8.3645233845	27.0707872101	
23.000000	8.4196732907	8.5068314709	26.8078929136	
23.200000	8.6034314919	8.6278151700	27.1132760674	
23.400000	8.4470313348	8.3131365751	27.1290899075	
23.600000	8.3703714250	8.4727804984	26.7228893451	
23.800000	8.6458722634	8.7145673531	27.1073182594	
24.000000	8.4667054014	8.2662519979	27.2394963956	
24.200000	8.2941311520	8.4061759424	26.6163491896	
24.400000	8.6932161749	8.8374993529	27.0666289492	
24.600000	8.5121285025	8.2222302580	27.4096241657	
24.800000	8.1830823728	8.2878772499	26.4902591999	
25.000000	8.7379939510	9.0036683080	26.9619881148	
25.200000	8.6001838525	8.1949350450	27.6622764521	
25.400000	8.0268733631	8.0920339415	26.3542451915	
25.600000	8.7639022657	9.2145309292	26.7471445055	
25.800000	8.7561883974	8.2105815453	28.0247649193	
26.000000	7.8145852845	7.7839706677	26.2301368844	
26.200000	8.7390056635	9.4557572557	26.3514322636	
26.400000	9.0175577816	8.3187222209	28.5254191565	
26.600000	7.5367189656	7.3180890856	26.1606409896	
26.800000	8.6037983024	9.6750006574	25.6722910761	
27.000000	9.4379535148	8.6172219974	29.1784386524	
27.200000	7.1911029060	6.6350156311	26.2270858816	
27.400000	8.2504421044	9.7343350456	24.5766303050	
27.600000	10.0841205283	9.3117809179	29.9212933101	
27.800000	6.8039775510	5.6594715626	26.5936192784	
28.000000	7.4903006385	9.3162432718	22.9491949044	
28.200000	10.9695006625	10.8320244861	30.3441954866	
28.400000	6.5164837238	4.3149339091	27.6350767301	
28.600000	6.0301483423	7.7948357435	20.9221615085	
28.800000	11.5838278915	13.6363116871	28.5593704025	
29.000000	7.0092788165	2.7196263805	30.3730988914	
29.200000	3.6032306843	4.3603689637	19.6011260992	
29.400000	8.8715067869	13.6818256393	19.5324890549	
29.600000	11.8691067115	5.0866405441	37.6752396028	
29.800000	0.8711511437	-0.8844719817	22.5930512283	
30.000000	-0.5444746995	-0.9773303372	13.1664533126	
30.200000	-2.6665498243	-5.0764968250	8.2931155037	
30.400000	-14.2696985623	-23.2818125393	23.3188938364	
30.600000	-2.6304394637	9.6379726062	34.0582719320	
30.800000	7.4813347564	8.9028038561	25.9143962304	
31.000000	9.2876505436	9.4663603276	27.8644183371	
31.200000	8.1079227015	7.1984644161	27.7243075576	
31.400000	7.6823721359	8.3728697567	25.0356946316	
31.600000	9.5941070900	10.1069999493	27.7388265223	
31.800000	8.1995077155	6.7791762943	28.4425750612	
32.000000	7.1089642546	7.8061262043	24.3023303614	
32.200000	9.8143860199	11.0110373536	27.1352659936	
32.400000	8.5164774182	6.3555964109	29.6382687777	
32.600000	6.2522609521	6.7546447404	23.5567643580	
32.800000	9.6768237153	11.9601920863	25.4002896632	
33.000000	9.3914697981	6.2564154008	31.6237849968	
33.200000	5.0530100452	4.9503153563	23.1848642014	
33.400000	8.3817987773	11.7327635115	21.5676366578	
33.600000	11.6068090541	8.2329184821	34.4759514714	
33.800000	3.7077319533	2.1085227714	24.3422300713	
34.000000	4.5887266224	7.0284613635	16.5137622367	
34.200000	13.2176479820	17.3718562877	28.4354922298	
34.400000	5.2389539596	-1.7396917141	31.4756012677	
34.600000	-0.9189596073	-1.8410665358	18.0269324519	
34.800000	-3.8559896397	-6.8281395596	11.8932195662	
35.000000	-15.1999018633	-20.7610108582	30.1623340921	
35.200000	-2.1004020789	6.2150877404	30.9927673322	
35.400000	5.4862470835	7.7544215031	20.9668864848	
35.600000	11.4756242405	13.8809516633	27.9783125639	
35.800000	7.2707669096	2.7126612174	30.8767715212	
36.000000	3.3910299391	3.9759285624	19.7330063939	
36.200000	8.2660994515	12.9787522662	18.4844578632	
36.400000	12.7324935585	6.5641689223	38.2699089401	
36.600000	0.8515874544	-1.3037631722	23.3587944670	
36.800000	-1.1212745414	-1.9347122679	13.6946232326	
37.000000	-5.1409811262	-9.5387227075	10.3334878120	
37.200000	-17.4793021157	-16.0916067712	41.3225799760	
37.400000	2.2477208377	7.5269898247	27.7671642035	
37.600000	7.7512522854	9.9654548192	23.4535508113	
37.800000	10.7805016347	9.9568293180	30.8900923811	
38.000000	6.2042250496	4.5028521100	26.7142948262	
38.200000	6.5728108947	8.6597150134	21.0952198842	
38.400000	11.8378164191	12.7707200097	30.3076212978	
38.600000	6.1954835875	2.6654796346	28.8646811381	
38.800000	4.1230358328	5.3844625708	19.1013573597	
39.000000	10.3951033020	15.1776523264	22.5237547107	
39.200000	9.5647822407	2.2554157981	35.4955807576	
39.400000	0.9087979440	-0.0530706135	20.7759323998	
39.600000	0.7232468495	1.2135750139	12.1496960008	
39.800000	3.5304255995	6.7684512272	8.1620501937	
